w3_urban,w3_hhid,exp_total,hh_size,dw_hh,hh_weight,housing_wgt,food_wgt,intox_wgt,entsprt_wgt,comm_wgt,clothing_wgt,hhitems_wgt,health_wgt,educ_wgt,trans_wgt,ptrans_wgt,misc_wgt,w3_african,w3_coloured,w3_indas,w3_white,ew_hh,pers_inc_d,pers_inc_e,hrslstwk,hrslstwk_e,hrslstwk_d,cluster,wage_e,wage_d,pers_inc_hh,w3_ruralform,w3_tribal,w3_urbaninf,w3_province,w3_gc_dc,w3_h_rntpay,w3_h_ownmn,food,w3_h_nfcigspn,w3_h_nfalcspn,w3_h_nfentspn,w3_h_nfsprspn,w3_h_nfperspn,w3_h_nfjewspn,w3_h_nftrpspn,w3_h_nfcelspn,w3_h_nftelspn,w3_h_nfnetspn,w3_h_nflotspn,w3_h_nfcerspn,w3_h_nfcarspn,w3_h_nfpetrspn,ptrans,w3_h_nfwatspn,w3_h_nfelespn,w3_h_nfenespn,w3_h_nfmunspn,w3_h_nflevspn,w3_h_nfinsfspn,w3_h_nfinseduspn,w3_h_nfinslspn,w3_h_nfinsshspn,w3_h_nfmedaidspn,w3_h_nfkitspn,w3_h_nfdwlspn,w3_h_nfbedspn,w3_h_nfmatspn,w3_h_nfhpspn,w3_h_nffrnspn,w3_h_nfclthspn,w3_h_nfclthaspn,w3_h_nfclthmspn,w3_h_nfdocspn,w3_h_nfhspspn,w3_h_nfmedspn,w3_h_nftradspn,w3_h_nfhomspn,w3_h_nfschfeespn,w3_h_nfschstatspn,w3_h_nfschunispn,w3_h_nfschospn,w3_h_nfwshspn,w3_h_nfchldspn,w3_h_nfrelspn,w3_h_nfdomspn,w3_h_nfpetsspn,w3_h_nfswimspn,w3_h_nftoysspn,w3_h_nfgftsspn,w3_h_nflobspn,w3_h_nfinctaxspn,w3_h_tinc,w3_h_tinc_cat,w3_hhgeo,w3_h_fdtot_cat,w3_h_refrem,w3_h_sub,deathill_neg,stock_neg,income_neg,other_neg,dest_neg,pers_inc_d_avg,pers_inc_e_avg,hrslstwk_dom_avg,dw_count,ew_count,housing,intox,entsprt,comm,clothing,hhitems,health,educ,trans,misc,sole_provider_d,pop_g1,pop_g2,pop_g3,pop_g4,pop_g5,dom_employ_hh,fweight,dw_emp,joburg_ct_u,pret_ct_u,pret_jo_u,foodflag,exp_k,food_inf,intox_inf,clothing_inf,housing_inf,hhitems_inf,health_inf,trans_inf,ptrans_inf,comm_inf,entsprt_inf,educ_inf,misc_inf,food_infwgt,intox_infwgt,clothing_infwgt,housing_infwgt,hhitems_infwgt,health_infwgt,trans_infwgt,ptrans_infwgt,comm_infwgt,entsprt_infwgt,educ_infwgt,misc_infwgt,hh_inflation,minwage_change,inf_diff,inf_diff_cat
1,305622,800,2,1,273.3657227,0,0.75,0,0,0,0,0.25,0,0,0,0,0,0,2,0,0,1,2600,2600,40,40,40,3008,15.01155,15.01155,2600,0,0,0,6. North West,37. Bojanala District Municipality,,,600,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,3. Urban Formal,,1,0,0,0,0,0,0,2600,2600,,273.3657,273.3657,0,0,0,0,0,200,0,0,0,0,1,0,1,0,0,0,1,273,DW Household,,,,1,0.8,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.066,0,0,0,0.00925,0,0,0,0,0,0,0,0.07525,0.076,0.00075,>=0% & <0.5%
0,305636,1580,4,1,1932.081665,0.0696203,0.5063291,0,0,0.0379747,0.2531646,0.0632911,0,0,0,0,0.0696203,4,0,0,0,1,1780,1780,45,45,45,6014,9.135232,9.135232,1780,1,0,0,6. North West,38. Central District Municipality,,,800,,,,,100,,,60,,,,,,,,100,10,,,,,,60,,,,,,,,,400,,,,,,,,,,,,50,,,,,,,,,,4800,,1. Rural Formal,,1,1,0,0,0,0,0,1780,1780,,1932.082,1932.082,110,0,0,60,400,100,0,0,0,110,1,1,0,0,0,0,1,1932,DW Household,,,,1,1.58,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.044557,0,0.0136709,0.0039684,0.0023418,0,0,0,-0.0001899,0,0,0.0047342,0.0690823,0.076,0.0069177,>=0.5% & <1%
0,305646,1455,12,0,653.203186,0.1030928,0.6872852,0.0343643,0,0.0618557,0,0.0687285,0,0,0,0,0.0446735,12,0,0,0,1,0,2100,54,54,0,6020,8.981268,,2100,0,1,0,6. North West,39. Bophirima District Municipality,,,1000,,50,,,100,,,90,,,20,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,1900,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,,2100,,0,653.2032,150,50,0,90,0,100,0,0,0,65,,1,0,0,0,0,1,653,DW Employer,,,,1,1.455,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0604811,0.0017869,0,0.0058763,0.002543,0,0,0,-0.0003093,0,0,0.0030378,0.0734158,0.076,0.0025842,>=0% & <0.5%
0,305647,2300,2,0,1068.65332,0.1086956,0.6521739,0.0434783,0,0,0,0.0652174,0,0,0.1304348,0,0,0,2,0,0,1,0,2500,45,45,0,2005,12.83038,,2500,0,0,1,2. Eastern Cape,275. Nelson Mandela Metropolitan Municipality,200,,1500,,100,,,150,,,,,,,,,300,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,,4. Urban Informal,,1,0,0,0,0,0,0,,2500,,0,1068.653,250,100,0,0,0,150,0,0,300,0,,0,1,0,0,0,1,1068,DW Employer,,,,1,2.3,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0573913,0.0022609,0,0.0061957,0.002413,0,0.0123913,0,0,0,0,0,0.0806522,0.076,-0.0046522,< 0%
1,305655,3805,5,1,147.6444092,0.2155059,0.3942181,0.0525624,0.1616294,0.0262812,0,0.0919842,0,0,0,0,0.0578187,0,5,0,0,1,1680,5680,90,90,45,1026,14.57531,8.622017,5680,0,0,0,1. Western Cape,3. Overberg District Municipality,400,,1500,,200,615,,50,,,100,,,,,,,,120,300,,,,20,,,,,,,,,300,,,,,,,,,,,,,,100,,50,,50,,,,,,6960,,3. Urban Formal,,1,0,1,0,0,0,0,1680,2840,,147.6444,295.2888,820,200,615,100,0,350,0,0,0,220,0,0,1,0,0,0,1,147,DW Household,,,,0,3.805,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0346912,0.0027332,0,0.0122838,0.0034034,0,0,0,-0.0001314,0.004364,0,0.0039317,0.061276,0.076,0.014724,>=1%
0,305657,2374,1,0,2008.386963,0.126369,0.252738,0,0,0.210615,0,0.0210615,0,0,0,0,0.3892165,1,0,0,0,1,0,7050,48,48,0,7048,33.92032,,7050,0,1,0,6. North West,37. Bojanala District Municipality,300,,600,,,,,50,,,500,,,300,,,,,,,,,,,,294,,300,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,7000,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,,7050,,0,2008.387,300,0,0,500,0,50,0,0,0,924,,1,0,0,0,0,1,2008,DW Employer,,,,0,2.374,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0222409,0,0,0.007203,0.0007793,0,0,0,-0.0010531,0,0,0.0264667,0.0556369,0.076,0.0203631,>=1%
1,305659,870,6,1,37.44164658,0.1149425,0.6896552,0.0574713,0,0.0229885,0,0.0126437,0,0,0,0,0.1022988,6,0,0,0,1,660,660,32,32,32,4005,4.763279,4.763279,660,0,0,0,4. Free State,16. Xhariep District Municipality,,,600,50,,,,11,,,20,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,39,50,,,,,,,,,2700,,3. Urban Formal,,0,1,0,0,0,0,0,660,660,,37.44165,37.44165,100,50,0,20,0,11,0,0,0,89,1,1,0,0,0,0,1,37,DW Household,,,,1,0.87,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0606897,0.0029885,0,0.0065517,0.0004678,0,0,0,-0.0001149,0,0,0.0069563,0.0775391,0.076,-0.0015391,< 0%
1,305660,1199,4,1,4231.770508,0.0750626,0.2919099,0,0,0.0834028,0.0834028,0.0834028,0,0.2502085,0,0,0.1326105,4,0,0,0,1,2500,2500,12,12,12,4009,48.11393,48.11393,2500,0,0,0,4. Free State,17. Motheo District Municipality,,,350,,,,,100,,,100,,,,,,,,,70,20,,,120,,,,,,,,,,,100,,,,,,,,300,,,,29,,10,,,,,,,,3000,,3. Urban Formal,,1,1,1,0,1,0,0,2500,2500,,4231.771,4231.771,90,0,0,100,100,100,0,300,0,159,1,1,0,0,0,0,1,4231,DW Household,,,,0,1.199,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0256881,0,0.0045038,0.0042786,0.0030859,0,0,0,-0.000417,0,0.0217681,0.0090175,0.0679249,0.076,0.0080751,>=0.5% & <1%
1,305685,1700,2,0,1687.518555,0.1294118,0,0.0588235,0,0.1529412,0.2647059,0,0.3529412,0,0,0,0.0411765,2,0,0,0,1,0,1600,40,40,0,4025,9.237875,,1600,0,0,0,4. Free State,19. Thabo Mofutsanyane District Municipality,75,,,,100,,,,,,200,,60,,,,,,,70,,75,,70,,,,,,,,,,,450,,,600,,,,,,,,,,,,,,,,,,,1600,,3. Urban Formal,2,1,1,1,0,0,0,0,,1600,,0,1687.519,220,100,0,260,450,0,600,0,0,70,,1,0,0,0,0,1,1687,DW Employer,,,,0,1.7,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0,0.0030588,0.0142941,0.0073765,0,0.0162353,0,0,-0.0007647,0,0,0.0028,0.043,0.076,0.033,>=1%
0,305688,2388,3,1,1167.569458,0.0268007,0.4187605,0,0,0.0050251,0,0.5443886,0,0,0,0,0.0050251,3,0,0,0,1,510,510,64,16,16,5052,7.361432,7.361432,2910,0,1,0,5. KwaZulu-Natal,27. Umkhanyakude District Municipality,,,1000,,,,,300,,,12,,,,,,,,,50,14,,,,,,,,,1000,,,,,,,,,,,,,,,,,12,,,,,,,,,,6000,,2. Tribal Authority Areas,,0,0,1,0,0,0,0,510,510,,1167.569,1167.569,64,0,0,12,0,1300,0,0,0,12,0,1,0,0,0,0,1,1167,DW Household,,,,0,2.388,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0368509,0,0,0.0015276,0.0201424,0,0,0,-0.0000251,0,0,0.0003417,0.0588375,0.076,0.0171625,>=1%
1,305691,1692,6,1,2949.470459,0.2547281,0.2364066,0,0,0.035461,0,0.0289598,0,0.3900709,0,0,0.0543735,6,0,0,0,1,760,760,35,35,35,2038,5.014847,5.014847,760,0,0,0,2. Eastern Cape,15. O.R.Tambo District Municipality,250,,400,,,,,49,,,60,,,,,,,,,140,41,,,80,,,,,,,,,,,,,,,,,,,660,,,,12,,,,,,,,,,280,,3. Urban Formal,,1,0,0,0,0,0,0,760,760,,2949.47,2949.47,431,0,0,60,0,49,0,660,0,92,1,1,0,0,0,0,1,2949,DW Household,,,,0,1.692,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0208038,0,0,0.0145195,0.0010715,0,0,0,-0.0001773,0,0.0339362,0.0036974,0.0738511,0.076,0.0021489,>=0% & <0.5%
0,305701,3650,1,0,751.0979004,0.0547945,0.2739726,0.1369863,0,0.0273973,0.4109589,0.0410959,0,0,0,0,0.0547945,1,0,0,0,1,0,3200,45,45,0,5033,16.42289,,3200,0,0,1,5. KwaZulu-Natal,22. Umgungundlovu District Municipality,,,1000,200,300,,,150,,,100,,,,,,,,,150,,50,,,,,,,,,,,,,1500,,,,,,,,,,,,200,,,,,,,,,,3200,,4. Urban Informal,,1,1,1,0,0,,0,,3200,,0,751.0979,200,500,0,100,1500,150,0,0,0,200,,1,0,0,0,0,1,751,DW Employer,,,,0,3.65,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0241096,0.0071233,0.0221918,0.0031233,0.0015205,0,0,0,-0.000137,0,0,0.003726,0.0616575,0.076,0.0143425,>=1%
0,305712,885,5,1,929.3215942,0.1694915,0.5649717,0,0,0.1355932,0,0.0564972,0,0,0,0,0.0734463,5,0,0,0,1,500,500,23,8,8,5003,14.43418,14.43418,2100,0,1,0,5. KwaZulu-Natal,21. Ugu District Municipality,,,500,,,,,50,,,120,,,,,,,,,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,2000,,2. Tribal Authority Areas,,0,1,1,0,0,0,0,500,500,,929.3216,929.3216,150,0,0,120,0,50,0,0,0,65,0,1,0,0,0,0,1,929,DW Household,,,,1,0.885,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0497175,0,0,0.009661,0.0020904,0,0,0,-0.000678,0,0,0.0049944,0.0657853,0.076,0.0102147,>=1%
0,305729,2128,11,0,933.072998,0.0046992,0.4699248,0,0,0.0281955,0.0704887,0.2208647,0,0,0,0.1597744,0.0460526,11,0,0,0,1,0,1200,40,40,0,6019,6.928406,,1200,0,1,0,6. North West,39. Bophirima District Municipality,,,1000,,,,,120,,,60,,,,,,,340,,10,,,,,,,,,,,,,350,,,150,,,,,,,,,,,48,50,,,,,,,,,2380,,2. Tribal Authority Areas,,0,1,0,0,0,0,0,,1200,,0,933.073,10,0,0,60,150,470,0,0,0,98,,1,0,0,0,0,1,933,DW Employer,,,,0,2.128,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0413534,0,0.0038064,0.0002679,0.008172,0,0,0.0103853,-0.000141,0,0,0.0031316,0.0669756,0.076,0.0090244,>=0.5% & <1%
0,305730,3790,8,1,1425.100952,0.0474934,0.1846966,0.0094987,0,0.0263852,0,0.1319261,0.0047493,0.5277045,0,0.0147757,0.0527704,8,0,0,0,1,520,520,12,12,12,9002,10.0077,10.0077,520,0,1,0,9. Limpopo,33. Mopani District Municipality,,,700,,36,,,100,,,100,,,,,,,56,,180,,,,100,,,,,400,,,,,,,,,,,18,,,1000,,,1000,100,,,,,,,,,,1080,,2. Tribal Authority Areas,,0,0,0,1,0,0,0,520,520,,1425.101,1425.101,180,36,0,100,0,500,18,2000,0,200,1,1,0,0,0,0,1,1425,DW Household,,,,0,3.79,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0162533,0.0004939,0,0.0027071,0.0048813,0.0002185,0,0.0009604,-0.0001319,0,0.0459103,0.0035884,0.0748813,0.076,0.0011187,>=0% & <0.5%
1,305732,12370,5,1,749.1225586,0.2829426,0.0404204,0.0404204,0,0,0,0.5424414,0,0,0,0,0.0937753,5,0,0,0,1,5200,5200,41,41,41,5044,29.29082,29.29082,5200,0,0,0,5. KwaZulu-Natal,26. Zululand District Municipality,,3000,500,200,300,,,,,,,,,,,,,,,200,,300,,,200,480,,300,210,6500,,,,,,,,,,,,,,,,,60,120,,,,,,,,,,6,3. Urban Formal,,1,0,0,0,1,0,0,5200,5200,,749.1226,749.1226,3500,500,0,0,0,6710,0,0,0,1160,1,1,0,0,0,0,1,749,DW Household,,,,0,12.37,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.003557,0.0021019,0,0.0161277,0.0200703,0,0,0,0,0,0,0.0063767,0.0482336,0.076,0.0277664,>=1%
0,305736,3000,4,0,78.3754425,0.0333333,0.4666667,0,0,0.05,0.0833333,0.2666667,0,0,0,0,0.1,0,4,0,0,1,0,650,25,25,0,1028,6.004619,,650,1,0,0,1. Western Cape,3. Overberg District Municipality,,,1400,,,,,200,,,150,,,,,,,,,100,,,,100,,,,,600,,,,,,250,,,,,,,,,,,,60,,140,,,,,,,,3900,,1. Rural Formal,,1,0,1,0,0,0,0,,650,,0,78.37544,100,0,0,150,250,800,0,0,0,300,,0,1,0,0,0,1,78,DW Employer,,,,0,3,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0410667,0,0.0045,0.0019,0.0098667,0,0,0,-0.00025,0,0,0.0068,0.0638833,0.076,0.0121167,>=1%
1,305738,1042,1,1,4493.300293,0.3166987,0.2879079,0,0,0,0,0.1919386,0,0,0,0.1074856,0.0959693,1,0,0,0,1,1190,1190,45,45,45,8029,6.107262,6.107262,1190,0,0,0,7. Gauteng,76. City Of Tshwane Metropolitan Municipality,300,,300,,,,,200,,,,,,,,,,112,,,30,,,60,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,2300,,3. Urban Formal,,1,0,0,0,0,0,0,1190,1190,,4493.3,4493.3,330,0,0,0,0,200,0,0,0,100,1,1,0,0,0,0,1,4493,DW Household,,1,1,0,1.042,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0253359,0,0,0.0180518,0.0071017,0,0,0.0069866,0,0,0,0.0065259,0.0640019,0.076,0.0119981,>=1%
0,305747,3600,6,1,206.8801117,0.1388889,0.4166667,0.1388889,0,0,0.0416667,0.1388889,0,0,0,0,0.125,0,6,0,0,1,500,500,80,40,40,3003,2.886836,2.886836,1500,1,0,0,3. Northern Cape,6. Namakwa District Municipality,,,1500,500,,,,200,,,,,,,,,,,,500,,,,,,,,,,,300,,,,150,,,,,,,,,,,,250,,200,,,,,,,,3720,,1. Rural Formal,,1,0,0,0,0,0,0,500,500,,206.8801,206.8801,500,500,0,0,150,500,0,0,0,450,0,0,1,0,0,0,1,206,DW Household,,,,0,3.6,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0366667,0.0072222,0.00225,0.0079167,0.0051389,0,0,0,0,0,0,0.0085,0.0676944,0.076,0.0083055,>=0.5% & <1%
0,305752,2350,13,1,1119.133057,0.1404255,0.6382979,0,0,0.0638298,0,0,0,0,0,0,0.1574468,13,0,0,0,1,1600,1600,38,38,38,5012,9.724079,9.724079,1600,0,1,0,5. KwaZulu-Natal,22. Umgungundlovu District Municipality,,,1500,,,,,,,,30,120,,,,,,,,250,80,,,220,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,4280,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,1600,1600,,1119.133,1119.133,330,0,0,150,0,0,0,0,0,370,1,1,0,0,0,0,1,1119,DW Household,,,,1,2.35,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0561702,0,0,0.0080043,0,0,0,0,-0.0003191,0,0,0.0107064,0.0745617,0.076,0.0014383,>=0% & <0.5%
0,305760,1272,6,1,349.0591736,0.0408805,0.7861635,0,0,0,0,0.0628931,0,0,0,0,0.1100629,6,0,0,0,1,1200,1200,112,56,56,5001,4.948862,4.948862,2700,0,1,0,5. KwaZulu-Natal,21. Ugu District Municipality,,,1000,,,,,80,,,,,,,,,,,,,52,,,80,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,3260,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,1200,1200,,349.0592,349.0592,52,0,0,0,0,80,0,0,0,140,0,1,0,0,0,0,1,349,DW Household,,,,1,1.272,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0691824,0,0,0.0023302,0.002327,0,0,0,0,0,0,0.0074843,0.0813239,0.076,-0.0053239,< 0%
1,305761,8235,4,0,811.2004395,0.0898603,0.1578628,0.0145719,0,0.0485732,0.0667881,0.0182149,0,0,0.3582271,0,0.2459016,4,0,0,0,1,0,3035,85,45,0,1049,15.57608,,10535,0,0,0,1. Western Cape,4. Eden District Municipality,,,1300,,120,,,150,,,400,,,,,950,2000,,160,380,200,,,130,,85,280,1100,,,,,,,,550,,,,,,,,,,,230,,150,,50,,,,,,9000,,3. Urban Formal,,1,0,0,0,0,0,0,,3035,,0,811.2004,740,120,0,400,550,150,0,0,2950,2025,,1,0,0,0,0,1,811,DW Employer,,,,0,8.235,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0138919,0.0007577,0.0036066,0.005122,0.000674,0,0.0340316,0,-0.0002429,0,0,0.0167213,0.0745622,0.076,0.0014378,>=0% & <0.5%
0,305764,1150,2,1,184.5436707,0.1304348,0.6956522,0,0,0.0869565,0,0.0434783,0,0,0,0,0.0434783,2,0,0,0,1,1200,1200,50,50,50,5075,5.542725,5.542725,1200,0,0,1,5. KwaZulu-Natal,43. Sisonke District Municipality,,,800,,,,,50,,,100,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,300,,4. Urban Informal,,0,0,0,0,0,0,0,1200,1200,,184.5437,184.5437,150,0,0,100,0,50,0,0,0,50,1,1,0,0,0,0,1,184,DW Household,,,,1,1.15,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0612174,0,0,0.0074348,0.0016087,0,0,0,-0.0004348,0,0,0.0029565,0.0727826,0.076,0.0032174,>=0% & <0.5%
1,305765,1550,4,1,1543.851929,0,0.3225806,0,0,0.0967742,0.1290323,0.0645161,0,0,0,0.1290323,0.2580645,4,0,0,0,1,1600,1600,35,35,35,7009,10.55757,10.55757,1600,0,0,0,7. Gauteng,42. Sedibeng District Municipality,,,500,,,,,100,,,150,,,,,,,200,,,,,,110,,,,,,,,,,,,200,,,,,,,,,,,100,190,,,,,,,,,2000,,3. Urban Formal,,1,0,1,0,0,0,0,1600,1600,,1543.852,1543.852,0,0,0,150,200,100,0,0,0,400,1,1,0,0,0,0,1,1543,DW Household,,,,0,1.55,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0283871,0,0.0069677,0,0.0023871,0,0,0.0083871,-0.0004839,0,0,0.0175484,0.0631935,0.076,0.0128065,>=1%
0,305768,2710,2,1,466.9516602,0,0.2583026,0.0369004,0.0664207,0,0.1660517,0.1697417,0.1107011,0,0,0.1180812,0.0738007,0,2,0,0,1,1500,1500,40,40,40,2007,8.660508,8.660508,1500,1,0,0,2. Eastern Cape,10. Cacadu District Municipality,,,700,100,,180,,50,,,,,,,,,,320,,,,,,80,,100,,,160,,100,,,,450,,,300,,,,,,,,,20,,,150,,,,,,,4500,,1. Rural Formal,,0,0,0,0,0,0,0,1500,1500,,466.9517,466.9517,0,100,180,0,450,460,300,0,0,200,1,0,1,0,0,0,1,466,DW Household,,,,0,2.71,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0227306,0.0019188,0.0089668,0,0.0062804,0.0050923,0,0.0076753,0,0.0017934,0,0.0050185,0.059476,0.076,0.016524,>=1%
0,305772,910,6,1,255.2531281,0.2417582,0.3296703,0,0,0.032967,0,0.1098901,0,0,0,0,0.2857143,6,0,0,0,1,700,700,7,7,7,2052,23.09469,23.09469,700,0,0,1,2. Eastern Cape,275. Nelson Mandela Metropolitan Municipality,,,300,,,,,100,,,30,,,,,,,,100,100,,20,,140,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,1200,,4. Urban Informal,,1,1,0,0,0,0,0,700,700,,255.2531,255.2531,220,0,0,30,0,100,0,0,0,260,1,1,0,0,0,0,1,255,DW Household,,,,0,0.91,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.029011,0,0,0.0137802,0.0040659,0,0,0,-0.0001648,0,0,0.0194286,0.0661209,0.076,0.0098791,>=0.5% & <1%
1,305791,2015,4,1,294.1976013,0.0942928,0.5955335,0.0744417,0,0.0148883,0.0992556,0.0496278,0,0,0,0,0.0719603,0,4,0,0,1,800,800,45,45,45,1026,4.105722,4.105722,800,0,0,0,1. Western Cape,3. Overberg District Municipality,120,,1200,50,100,,,100,,,30,,,,,,,,,70,,,,115,,,,,,,,,,,200,,,,,,,,,,,,30,,,,,,,,,,1560,,3. Urban Formal,,1,0,0,0,1,0,0,800,800,,294.1976,294.1976,190,150,0,30,200,100,0,0,0,145,1,0,1,0,0,0,1,294,DW Household,,,,1,2.015,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0524069,0.003871,0.0053598,0.0053747,0.0018362,0,0,0,-0.0000744,0,0,0.0048933,0.0736675,0.076,0.0023325,>=0% & <0.5%
0,305793,1225,4,1,451.4450684,0,0.6530612,0.0244898,0,0.0734694,0,0,0.1632653,0,0,0,0.0857143,4,0,0,0,1,3100,4200,90,90,45,3027,10.77752,15.90967,4200,1,0,0,3. Northern Cape,81. Kgalagadi District Municipality,,,800,30,,,,,,,90,,,,,,,,,,,,,55,,,,,,,,,,,,,,200,,,,,,,,,50,,,,,,,,,,1800,,1. Rural Formal,,0,0,0,0,0,0,0,3100,2100,,451.4451,902.8901,0,30,0,90,0,0,200,0,0,105,0,1,0,0,0,0,1,451,DW Household,,,,1,1.225,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0574694,0.0012735,0,0,0,0.0075102,0,0,-0.0003673,0,0,0.0058286,0.0717143,0.076,0.0042857,>=0% & <0.5%
1,305794,1351,2,1,1042.932129,0.0370096,0.296077,0,0,0.0740192,0,0.1110289,0,0,0,0.2220577,0.2598076,2,0,0,0,1,1600,1600,18,18,18,7010,20.52861,20.52861,1600,0,0,0,7. Gauteng,42. Sedibeng District Municipality,,,400,,,,,150,,,100,,,,,,,300,,50,,,,251,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,1600,,3. Urban Formal,,1,0,1,0,0,0,0,1600,1600,,1042.932,1042.932,50,0,0,100,0,150,0,0,0,351,1,1,0,0,0,0,1,1042,DW Household,,,,0,1.351,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0260548,0,0,0.0021095,0.0041081,0,0,0.0144338,-0.0003701,0,0,0.0176669,0.064003,0.076,0.011997,>=1%
0,305798,1980,9,1,4690.343262,0.0631313,0.6060606,0,0,0.0151515,0,0,0,0.1616162,0,0,0.1540404,9,0,0,0,1,2200,2200,21,9,9,1044,56.45368,56.45368,3400,0,0,1,1. Western Cape,171. City Of Cape Town Metropolitan Municipality,,,1200,,,,,,,,30,,,,,,,,,100,25,,,105,,,,,,,,,,,,,,,,,,,320,,,,50,150,,,,,,,,,4000,,4. Urban Informal,,1,0,1,0,1,,0,2200,2200,,4690.343,4690.343,125,0,0,30,0,0,0,320,0,305,0,1,0,0,0,0,1,4690,DW Household,2,2,,1,1.98,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0533333,0,0,0.0035985,0,0,0,0,-0.0000758,0,0.0140606,0.0104747,0.0813914,0.076,-0.0053914,< 0%
